base_price,total_beds,occupancy_rate,month,city_tier,distance_to_university,student_rating,has_ac,has_wifi,is_weekend,competitor_avg_price,optimal_price
17500.0,4,0.8130972529028443,7,2,1.0,4.3,0,1,0,17500.0,19400.0
16000.0,4,0.5478921806550994,10,2,5.0,4.0,0,1,0,17500.0,16000.0
15000.0,6,0.747258736680984,10,1,10.6,4.2,0,1,0,16000.0,13900.0
14000.0,6,0.7166925302180668,1,3,6.0,3.4,0,1,1,14500.0,15600.0
13500.0,4,0.5257747020461696,8,1,9.5,4.4,1,0,0,14000.0,16100.0
10000.0,6,0.7368695240743931,5,2,2.4,4.0,0,1,0,12000.0,10600.0
12500.0,4,0.9021014539908152,12,2,7.9,4.3,0,1,0,13000.0,13300.0
9500.0,4,0.9312708966307189,3,3,2.8,3.5,0,1,1,11000.0,11800.0
11000.0,1,0.9894849840575279,7,1,3.5,3.6,1,1,0,12500.0,14600.0
18500.0,2,0.40463647347536935,10,2,3.8,3.7,0,1,1,16000.0,19400.0
11000.0,4,0.9811714193859499,3,1,9.8,3.7,1,1,1,11000.0,14800.0
12500.0,6,0.790318224664605,2,1,0.8,5.0,0,1,1,13000.0,15300.0
11500.0,4,0.4413331838824425,3,1,1.4,3.9,0,1,0,11000.0,13500.0
10500.0,1,0.9084986309626032,4,2,0.7,3.9,0,1,0,10500.0,13300.0
10500.0,4,0.4819342888839469,5,1,4.6,3.9,0,1,0,11500.0,10400.0
11500.0,6,0.4439914190647142,12,1,2.9,3.4,0,1,1,13000.0,12000.0
19000.0,8,0.5366945497206885,11,3,1.8,4.1,1,0,1,20000.0,26400.0
14500.0,4,0.7636863935772804,10,1,0.6,4.1,0,1,0,12500.0,15500.0
9000.0,4,0.7168638845617983,2,1,2.1,5.0,0,1,0,7500.0,9800.0
19000.0,6,0.8082984809007843,5,1,1.8,4.1,1,1,1,19500.0,26400.0
12500.0,1,0.7817006045560789,7,1,1.3,4.2,0,1,0,12000.0,14500.0
13000.0,2,0.7148804546309693,5,1,1.2,4.6,0,1,1,12500.0,16000.0
15500.0,8,0.7765516366816495,6,2,7.7,5.0,0,1,0,16500.0,15200.0
12000.0,8,0.6895128509845402,11,2,2.4,4.7,0,1,0,11500.0,12700.0
11500.0,4,0.6499011854840102,12,1,3.9,4.3,0,1,0,13000.0,11900.0
11000.0,6,0.5099315001571294,11,3,8.3,2.7,0,1,0,9000.0,7900.0
8000.0,4,0.9339751119636944,1,3,3.7,5.0,0,1,1,7000.0,10100.0
11500.0,2,0.6086811216862462,11,2,0.1,4.7,0,0,1,11500.0,14500.0
11000.0,8,0.5921150275080744,6,2,6.7,4.4,0,1,0,10000.0,10800.0
8000.0,4,0.7598846941779319,2,2,3.3,5.0,0,1,0,9500.0,8500.0
13000.0,4,0.9508442985141732,10,1,2.3,4.9,1,1,0,13000.0,18700.0
15000.0,4,0.905005541934326,11,3,2.7,4.5,1,1,0,15500.0,22300.0
14000.0,4,0.8663176468123497,8,1,1.6,3.8,0,1,1,15000.0,17400.0
17500.0,6,0.832279547661727,6,1,5.0,4.6,0,1,0,15000.0,18600.0
9000.0,1,0.9553766916126544,11,1,4.4,3.7,0,1,1,6500.0,10500.0
13000.0,2,0.7496288622245068,4,2,9.7,4.5,0,1,0,13500.0,11300.0
10000.0,2,0.8540942009138623,1,2,0.7,4.5,0,1,0,7500.0,12600.0
7000.0,4,0.739010190884427,7,2,7.5,2.4,0,1,1,7500.0,5400.0
13500.0,6,0.6931974299163062,8,1,3.8,4.4,0,1,1,13500.0,14900.0
8000.0,4,0.5309804370953238,7,2,0.1,4.4,0,1,0,6000.0,8600.0
11500.0,4,0.8802751680920041,5,3,1.9,4.5,0,1,1,12000.0,13800.0
16500.0,1,0.44981983457670316,3,1,1.3,4.3,0,1,1,18000.0,19300.0
9000.0,4,0.7815913525095481,10,1,2.3,4.3,0,1,1,8000.0,8900.0
11000.0,6,0.35237625513554677,1,2,0.9,2.8,0,1,1,13500.0,9200.0
10500.0,4,0.7802425658357047,8,1,1.9,4.4,1,1,0,7000.0,14800.0
15000.0,4,0.4781337895459332,6,3,1.0,3.6,0,1,0,14000.0,16400.0
8500.0,1,0.9151955302850895,12,1,8.6,4.3,0,1,0,7000.0,8600.0
16000.0,2,0.8082673773574973,12,3,1.8,3.8,0,1,0,15500.0,18200.0
16000.0,8,0.8583185372797514,12,2,3.0,4.8,0,1,0,14500.0,17000.0
8000.0,2,0.8015706091358458,9,1,6.4,4.2,0,1,1,8000.0,9200.0
12000.0,2,0.4467734975293558,9,2,8.4,4.0,0,1,0,11000.0,12000.0
7000.0,8,0.16373105972600233,10,2,1.1,3.8,1,1,1,6500.0,8800.0
15000.0,4,0.7873054550778171,11,3,1.7,3.5,0,1,0,15500.0,16800.0
8500.0,4,0.8456438256250675,5,2,6.0,4.1,0,1,1,5500.0,9200.0
13000.0,4,0.5973982260878942,4,2,0.4,4.4,0,1,0,14500.0,14100.0
14000.0,4,0.6918356862037033,3,1,5.3,4.0,0,1,0,14500.0,13700.0
9500.0,4,0.6192052279195105,2,2,1.7,5.0,0,1,0,9000.0,10300.0
14000.0,4,0.6563997237456526,2,2,3.9,3.2,0,1,0,13500.0,13900.0
12500.0,2,0.8282313006160066,4,1,1.7,5.0,1,1,0,14000.0,16800.0
8500.0,8,0.5994737576487681,8,3,1.9,4.8,1,1,0,8500.0,12800.0
13500.0,4,0.7868828189040253,10,2,1.3,3.8,1,1,0,15000.0,17600.0
14500.0,8,0.7645177241757825,2,3,2.0,4.1,1,1,0,13500.0,16900.0
16500.0,4,0.5845441045006566,12,1,5.3,3.5,0,1,0,17500.0,16200.0
11000.0,1,0.8129285259638607,7,1,1.6,4.5,0,1,1,10000.0,13700.0
8500.0,2,0.863641238457605,10,2,1.5,4.5,1,1,0,8000.0,12700.0
16000.0,4,0.523057216484013,2,1,0.1,4.4,1,1,0,15500.0,21100.0
12500.0,2,0.7189056337043297,12,1,6.9,5.0,1,1,0,14000.0,15200.0
16500.0,2,0.5499865794531008,8,3,3.0,4.5,1,1,1,17000.0,23600.0
11500.0,6,0.5046958649493027,3,3,0.4,5.0,1,0,1,11500.0,16700.0
5000.0,4,0.3474713521646342,5,3,3.5,4.2,0,1,1,5500.0,4900.0
16000.0,4,0.7520845704190888,11,1,0.4,4.5,0,1,0,15000.0,17700.0
12500.0,1,0.8522048814375873,12,2,0.1,4.8,1,1,0,14000.0,17000.0
18000.0,4,0.7750930287419681,5,2,0.3,2.9,1,1,0,15500.0,19100.0
10000.0,6,0.7254414562937849,9,1,3.3,3.6,0,1,0,11500.0,10900.0
11000.0,4,0.6402769097053155,6,2,5.4,3.3,1,1,0,10500.0,13500.0
14000.0,4,0.9348322842349556,3,2,2.0,4.8,1,1,0,15000.0,20100.0
9000.0,4,0.5995508129402859,12,2,0.1,4.0,0,1,1,10500.0,10500.0
15000.0,1,0.8018438528210028,6,1,2.9,4.6,0,1,0,15000.0,16100.0
12500.0,4,0.8017753280066781,7,1,3.7,4.4,0,1,0,12000.0,13000.0
14000.0,2,0.8982879824382894,8,2,0.5,4.7,1,1,1,15000.0,22700.0
17000.0,4,0.8186644483661081,11,2,4.1,4.4,0,1,0,16500.0,16700.0
16000.0,8,0.5139387287957702,6,3,1.1,4.4,0,1,0,13500.0,17500.0
10500.0,8,0.5105242592871387,11,2,0.1,4.9,0,1,0,11000.0,12200.0
12500.0,6,0.6358904822079252,8,1,0.6,2.9,1,1,0,12500.0,14500.0
13000.0,8,0.7877675309404675,6,3,0.1,3.4,0,1,0,12000.0,13200.0
10000.0,6,0.5738865324802782,10,2,1.7,4.0,0,1,0,9000.0,11300.0
14500.0,6,0.6842156594236892,1,3,0.2,3.9,0,1,1,17000.0,17800.0
15000.0,4,0.9390715699193737,8,2,0.8,3.6,0,1,0,14000.0,21400.0
9500.0,8,0.7912198858464059,6,1,0.4,3.4,1,1,1,9000.0,13400.0
8000.0,6,0.5626757013144918,3,1,10.5,2.9,0,1,0,10000.0,6000.0
12500.0,4,0.8168766187967775,4,2,5.8,3.8,0,1,0,14000.0,13400.0
15000.0,2,0.4887735433865293,10,1,0.7,3.4,0,1,1,13500.0,16500.0
11000.0,6,0.5070429872435243,3,2,0.2,4.1,0,1,0,13000.0,11700.0
9500.0,4,0.6022166340000917,11,2,4.4,3.8,0,1,0,10500.0,9700.0
13000.0,2,0.802204745071116,9,3,1.6,4.6,0,0,0,14000.0,15600.0
9000.0,4,0.7238204423385556,7,3,1.6,4.0,0,1,0,6500.0,10100.0
12000.0,4,0.712326985465363,4,2,6.2,5.0,0,1,0,13500.0,12900.0
14000.0,2,0.6262326228100762,1,1,2.0,4.7,0,1,0,13500.0,16800.0
7000.0,2,0.36583609659842686,1,3,5.8,4.3,1,1,0,9000.0,7700.0
13000.0,4,0.8741142621940958,7,1,0.5,5.0,1,1,0,12500.0,17900.0
10500.0,4,0.9063661211770867,12,1,2.7,3.6,0,1,0,10000.0,11800.0
14500.0,6,0.7610660094561301,2,1,2.0,3.6,1,1,0,15000.0,18700.0
13500.0,1,0.8713953738359922,10,1,1.8,4.6,1,1,1,14500.0,19400.0
13000.0,4,0.6062745353075424,7,2,4.5,3.8,0,1,1,11500.0,13600.0
12500.0,2,0.8134226068346796,4,3,3.0,3.9,0,0,0,13000.0,12800.0
16500.0,6,0.7803515067497391,4,3,4.9,2.9,0,1,0,17000.0,13400.0
9500.0,4,0.9288624445085751,2,1,5.9,4.3,1,1,0,9500.0,12800.0
10500.0,6,0.5861909511697123,1,2,4.2,4.2,1,1,1,13000.0,14000.0
10000.0,1,0.7881510363507064,4,1,9.9,4.2,0,1,0,9000.0,8900.0
13000.0,2,0.7383084407619529,5,2,1.4,3.4,0,1,0,14500.0,14300.0
9500.0,4,0.8274602489592368,7,2,0.7,3.8,0,1,0,10000.0,10000.0
11000.0,4,0.4866878706967842,2,2,0.1,3.4,0,1,1,9500.0,12700.0
18500.0,6,0.8526210618053062,3,1,4.0,4.2,0,1,0,18500.0,18600.0
10000.0,6,0.4395067316903861,5,2,1.8,4.5,0,0,0,7500.0,10800.0
14000.0,4,0.6085015525376906,7,3,8.7,3.5,1,1,1,14000.0,15700.0
12000.0,1,0.6928161100497524,11,1,2.2,3.1,1,1,0,12000.0,13700.0
18500.0,4,0.8656783897725921,12,1,6.4,3.1,0,1,1,15500.0,20000.0
11500.0,2,0.5413748545721622,12,2,0.8,4.4,0,1,1,13500.0,13100.0
8000.0,8,0.6602949650753432,6,3,1.1,3.4,0,1,0,9000.0,8300.0
15500.0,4,0.9567833558645532,10,1,7.2,2.6,0,0,0,16000.0,13000.0
15500.0,4,0.8121028188126689,4,3,4.8,4.1,0,1,0,13500.0,16100.0
14000.0,6,0.8478840928492126,11,1,3.2,3.7,0,0,1,16000.0,14100.0
13500.0,2,0.8160653512316507,5,1,3.1,4.0,0,0,0,11500.0,13600.0
13000.0,6,0.7490490889820196,1,1,1.1,4.0,0,1,0,14500.0,15800.0
15500.0,4,0.7224971080980345,3,1,15.0,3.7,1,1,1,15500.0,17400.0
11000.0,4,0.7172363009064534,5,3,0.1,4.7,0,1,0,11000.0,13200.0
14500.0,4,0.763800514015671,8,2,0.9,4.3,1,1,0,13000.0,20400.0
11500.0,2,0.38492870234126847,10,1,10.6,3.4,0,1,0,11500.0,8800.0
12500.0,6,0.8337314342783769,8,1,0.9,4.0,0,0,0,12000.0,15000.0
10000.0,6,0.8544236769021151,2,2,3.1,4.5,0,1,1,8000.0,11300.0
14000.0,8,0.843940186235612,1,3,7.0,3.7,1,1,0,15000.0,16100.0
13000.0,4,0.8824090265540203,9,1,15.0,4.2,0,1,0,14000.0,12700.0
8000.0,4,0.7525843571354082,1,1,9.5,3.7,1,1,0,7500.0,9600.0
12000.0,6,0.9545386585300407,4,1,14.7,4.2,0,1,0,12500.0,12000.0
13000.0,4,0.7932846262367347,10,1,4.9,4.3,0,1,0,11500.0,12500.0
9000.0,2,0.8969160376803359,9,2,0.8,4.5,1,1,1,6000.0,13200.0
14000.0,6,0.9382361975339069,12,2,1.6,4.5,1,1,0,14000.0,21500.0
15000.0,4,0.49249779758372125,12,3,4.1,4.2,1,1,0,16500.0,17800.0
13500.0,4,0.6534445846058385,7,2,6.9,2.8,0,1,0,13000.0,11100.0
20000.0,8,0.7017217764131026,7,1,0.9,3.8,1,1,0,20000.0,26700.0
8500.0,4,0.7580366963381647,9,1,3.1,4.5,1,1,0,9000.0,11600.0
8000.0,6,0.6845789469644128,3,3,1.8,3.9,0,1,1,9000.0,9500.0
6000.0,1,0.5509250777588904,7,3,9.5,3.3,0,1,0,7500.0,5300.0
13000.0,4,0.6851554110213022,5,1,3.7,4.2,1,1,1,12000.0,16200.0
13500.0,6,0.7363749291372764,8,2,9.5,3.7,1,1,0,15000.0,15600.0
8000.0,6,0.9507391489059425,3,3,1.1,3.8,0,1,1,7500.0,10000.0
11000.0,8,0.7945275473637574,1,2,0.2,3.6,1,0,0,11500.0,16100.0
11500.0,8,0.44511190234041625,3,1,0.4,4.5,1,1,0,10000.0,14900.0
12000.0,8,0.3872207355342618,2,3,2.1,3.1,0,1,1,13500.0,10900.0
11500.0,8,0.6663694167317253,12,1,1.1,3.8,0,0,0,10000.0,12600.0
13000.0,6,0.8882084352381349,4,3,10.3,4.1,1,1,0,13000.0,13900.0
10000.0,4,0.6174419310549415,3,3,5.0,4.2,1,1,0,10000.0,11900.0
10500.0,8,0.6383488001805019,4,1,4.6,4.4,0,1,1,9500.0,10500.0
15000.0,6,0.8957637253962977,3,1,1.3,3.9,0,1,0,14500.0,16300.0
11500.0,4,0.9839007365705399,7,2,9.9,3.9,0,1,1,10500.0,12500.0
16500.0,4,0.7323254642941747,2,3,5.1,4.0,0,0,1,19000.0,17300.0
16500.0,6,0.6991667225408376,12,1,0.4,5.0,0,1,1,16500.0,19800.0
16500.0,4,0.7342980053667607,12,3,0.4,3.9,0,1,0,17000.0,17900.0
13500.0,8,0.9126075529505734,5,3,1.9,4.9,1,1,0,13500.0,21700.0
10000.0,6,0.6168009958430107,5,1,2.7,4.6,1,1,0,12000.0,12400.0
5000.0,4,0.8316026052696938,2,2,0.8,4.4,0,0,0,6000.0,5100.0
9000.0,4,0.5775523336801135,11,2,1.0,3.3,1,1,1,5000.0,12500.0
14000.0,2,0.9126224070861849,6,1,3.4,3.4,1,1,0,14500.0,19200.0
12500.0,4,0.6750851020426174,7,2,3.6,5.0,1,1,0,15000.0,15200.0
13500.0,4,0.5660952597582323,9,1,0.9,4.0,1,1,1,14000.0,20300.0
10000.0,2,0.8526355731753337,6,2,2.8,3.6,0,1,1,7500.0,10400.0
9000.0,2,0.6948410821743863,10,3,1.1,4.3,0,1,1,10500.0,10200.0
9000.0,4,0.8966853053744043,9,3,10.5,4.2,0,1,0,10500.0,9400.0
11500.0,2,0.7194275379419175,1,1,9.4,4.2,1,1,1,12500.0,13500.0
13000.0,2,0.43176682044826536,8,2,2.0,3.8,0,1,0,11000.0,14400.0
11500.0,4,0.8680127045500026,10,1,3.5,4.2,1,1,0,13000.0,13600.0
12000.0,6,0.48064713990024494,6,3,3.2,4.6,0,1,1,13000.0,13800.0
15500.0,6,0.6386527256122282,5,2,4.3,3.9,0,1,1,13000.0,16400.0
11000.0,6,0.6613133492742164,5,2,9.0,4.4,0,1,1,12000.0,10600.0
13000.0,6,0.9574735695246527,7,2,4.5,4.0,0,1,0,11500.0,15900.0
10000.0,6,0.8396902581275005,4,2,3.8,3.7,1,1,0,8500.0,12100.0
9500.0,2,0.814118242831664,9,2,1.6,3.9,0,1,0,8500.0,11400.0
8000.0,4,0.7725955036540995,11,3,3.8,4.2,1,1,0,7500.0,9800.0
15000.0,4,0.7062393936631877,5,2,4.1,4.6,0,1,0,20000.0,15300.0
12500.0,4,0.5089593040809123,9,2,2.2,4.3,0,1,1,11500.0,14500.0
15000.0,2,0.530554937245505,1,2,4.0,3.9,0,1,0,13000.0,16100.0
12500.0,4,0.5305444545551729,7,1,0.7,4.2,1,1,1,10000.0,17600.0
13000.0,2,0.8958064042916254,1,3,2.4,4.5,0,0,0,11500.0,13500.0
11500.0,6,0.5908239516119974,12,1,1.6,4.0,0,1,0,13000.0,13300.0
11000.0,2,0.5453519416108278,7,1,5.0,4.1,0,1,0,12000.0,11100.0
13500.0,4,0.6241948717997408,3,1,15.0,4.0,1,1,0,13000.0,14400.0
7500.0,4,0.8487263575783044,8,2,1.7,3.3,0,1,0,7500.0,8600.0
7500.0,6,0.8489423123047953,5,3,3.8,4.0,1,1,0,11000.0,9500.0
11000.0,2,0.893414523831587,11,2,1.0,4.8,0,0,0,12500.0,12500.0
16000.0,4,0.5063756866300728,2,2,0.8,5.0,0,1,0,19000.0,17900.0
12000.0,1,0.7939391644122437,4,1,2.1,2.6,1,1,0,13000.0,11100.0
14500.0,8,0.8574492151086657,2,1,0.6,4.3,1,1,0,14500.0,19100.0
16000.0,4,0.7776331458104428,4,2,13.8,3.8,0,1,1,13000.0,15700.0
14500.0,6,0.8324014494327187,4,2,11.1,4.5,0,1,0,16500.0,14700.0
13500.0,4,0.8706488232786024,4,2,9.9,5.0,0,1,1,14500.0,13600.0
11000.0,4,0.554092508572999,3,2,5.1,3.8,0,1,0,9500.0,11300.0
8000.0,6,0.7101261785264693,3,3,8.0,3.8,0,1,0,8500.0,6800.0
16000.0,8,0.7483811149357105,4,1,0.2,3.4,1,1,1,16000.0,22000.0
17000.0,2,0.9784553892075847,11,3,0.2,4.5,0,1,0,14000.0,21500.0
15500.0,2,0.5206226026024412,6,1,3.0,3.9,0,1,0,15000.0,15700.0
16500.0,4,0.6713412140365931,11,3,11.9,3.2,0,1,0,16000.0,14500.0
15500.0,6,0.5751019059689686,6,2,0.2,4.2,1,1,1,16500.0,21500.0
12500.0,4,0.8111841584931859,5,2,3.2,4.4,0,1,1,14000.0,12600.0
12000.0,6,0.7334480996505277,8,3,0.6,4.4,0,1,0,11500.0,14000.0
9500.0,2,0.8058877236561839,5,2,2.4,4.3,0,1,1,8000.0,9800.0
13500.0,4,0.7749222504368698,9,2,4.2,4.7,1,1,1,15000.0,19100.0
14000.0,2,0.7242373361675196,6,1,1.0,3.4,0,1,0,16000.0,15500.0
11500.0,4,0.8824536319482912,5,2,0.5,3.4,0,1,0,14500.0,11900.0
14500.0,1,0.836465162008062,8,1,3.1,2.8,1,1,1,15500.0,15800.0
12000.0,6,0.6208048893965065,9,2,10.4,3.5,1,1,1,10500.0,15100.0
9000.0,4,0.8405092377389582,3,2,1.2,5.0,1,1,0,9500.0,12800.0
9500.0,1,0.8179225296482289,4,2,2.1,5.0,1,1,0,9500.0,13000.0
15000.0,4,0.8779040895849102,6,2,4.9,4.7,1,1,0,14000.0,19000.0
10000.0,4,0.663296380259716,11,1,3.2,3.3,0,0,0,9500.0,9900.0
13500.0,4,0.6537867017101786,12,2,2.6,4.0,0,0,1,14500.0,14100.0
14000.0,4,0.7154956762762619,8,1,0.5,4.6,1,1,0,14500.0,20500.0
11500.0,4,0.8560182353808146,8,3,2.2,3.9,0,1,1,13000.0,13700.0
18000.0,1,0.8055968466416088,1,1,4.7,4.2,1,0,1,21000.0,24700.0
9000.0,6,0.8956313407977563,4,2,3.6,4.9,0,1,1,8500.0,9700.0
15000.0,6,0.8670687995440185,3,3,0.8,3.8,0,1,1,14500.0,17100.0
16500.0,2,0.9108266949886396,4,1,1.8,2.5,0,1,1,15000.0,17800.0
8500.0,8,0.8802518221879679,11,1,2.7,3.9,0,1,1,9000.0,8800.0
10500.0,6,0.6875158171167169,10,1,1.8,3.5,0,1,1,13000.0,12500.0
9000.0,1,0.6949830104029721,12,1,0.3,3.5,0,1,1,7500.0,10000.0
17000.0,6,0.8729933308333578,4,2,2.1,5.0,1,1,1,18000.0,22400.0
8000.0,6,0.9317459926250062,5,3,15.0,3.5,1,1,0,8500.0,10300.0
10500.0,6,0.9443035429532021,6,2,0.7,4.4,1,1,1,7000.0,16100.0
14500.0,8,0.506033936542835,5,1,0.2,4.1,0,1,1,14500.0,16900.0
10500.0,6,0.735489264390608,7,2,6.6,3.6,0,1,1,9500.0,10700.0
16000.0,1,0.6915888542228921,9,1,1.9,3.9,0,1,0,14500.0,19500.0
14500.0,4,0.686216538583126,2,1,3.0,4.8,0,0,0,14000.0,15300.0
8500.0,1,0.9149805780160963,3,3,13.1,4.6,0,0,0,8000.0,9800.0
9500.0,4,0.7458877678903315,11,2,0.9,4.3,0,1,0,7000.0,10600.0
17500.0,6,0.6807214007752312,6,2,1.4,5.0,1,1,0,18500.0,24400.0
13000.0,6,0.7017772840647114,6,1,1.1,4.1,1,1,1,13000.0,18000.0
11000.0,1,0.5056916923152338,11,2,3.2,4.3,0,1,0,11000.0,10600.0
13000.0,8,0.7441680061704277,8,2,1.2,3.2,0,1,0,12500.0,15500.0
15500.0,2,0.7437100408780547,2,1,15.0,4.7,1,1,1,16000.0,17700.0
10000.0,2,0.7651953050023226,3,3,2.5,4.4,1,1,0,12500.0,11900.0
11500.0,4,0.9371756957445708,7,3,5.5,3.7,1,1,0,11500.0,16100.0
12500.0,8,0.7922121872006935,10,1,1.3,4.2,0,1,1,12500.0,14900.0
10000.0,1,0.7165867523201355,2,2,3.0,5.0,1,1,0,10500.0,12700.0
9000.0,4,0.8178186087938868,11,2,11.2,3.6,1,1,0,10000.0,9300.0
11500.0,1,0.6656534769785382,9,1,1.8,4.7,0,1,1,11000.0,15500.0
9500.0,8,0.6848734166937266,11,1,2.8,4.4,0,1,0,10500.0,9000.0
6000.0,2,0.5539028752453307,7,2,2.7,3.6,1,1,1,5500.0,7600.0
8000.0,4,0.9010360847981954,3,1,0.5,3.4,0,1,0,7500.0,9800.0
12500.0,2,0.601230119666154,3,2,1.8,3.8,1,1,1,11000.0,17600.0
12500.0,1,0.6210004691634158,9,1,4.7,3.4,0,1,0,11500.0,13800.0
10500.0,6,0.9149505943343305,5,1,3.4,5.0,1,1,0,11000.0,16000.0
11500.0,2,0.7265498910853874,4,3,3.8,4.8,0,1,1,10000.0,12500.0
11500.0,4,0.6942307429537675,10,1,0.3,4.0,1,1,0,12500.0,15600.0
12500.0,4,0.6249956404124729,2,1,2.7,3.9,0,1,1,11000.0,13300.0
17000.0,4,0.9347599279996073,4,2,0.1,5.0,0,1,0,19000.0,22500.0
6000.0,8,0.6733420867073345,6,2,1.3,3.4,0,1,0,8500.0,6500.0
6000.0,4,0.5961632772410465,7,2,2.8,4.4,0,1,1,7500.0,6300.0
16500.0,4,0.7897390462684734,3,1,1.4,4.2,1,1,0,13500.0,22200.0
6500.0,2,0.8911751251603364,11,2,1.2,3.9,1,1,0,5000.0,9000.0
10000.0,6,0.8750627725580633,5,1,3.2,4.0,0,1,1,7500.0,11500.0
12000.0,2,0.553324688435439,5,2,2.4,2.7,1,0,0,13500.0,11800.0
12000.0,1,0.3862652484226913,11,1,1.4,4.3,0,1,1,12000.0,12300.0
13500.0,6,0.4110306525625615,9,2,13.6,5.0,0,0,0,13000.0,13700.0
10500.0,4,0.7567609229786416,3,1,2.0,4.4,1,1,0,12500.0,13600.0
11500.0,4,0.7873006751577237,4,1,3.3,4.9,0,1,0,12500.0,12800.0
18500.0,4,0.7700209807946917,7,1,3.6,4.9,1,1,1,19000.0,25800.0
14500.0,4,0.765468201261232,9,2,0.8,3.9,0,1,0,14000.0,17400.0
16000.0,1,0.46735507381303065,9,1,2.7,4.0,1,1,0,16500.0,19900.0
16500.0,4,0.7893165588162072,2,1,3.9,4.5,0,0,1,17000.0,17100.0
12000.0,4,0.6549036884026281,10,1,1.1,3.9,0,1,1,12500.0,14100.0
17500.0,4,0.7743170199896007,9,2,3.7,4.8,1,0,0,17000.0,23000.0
10000.0,6,0.7565386377487504,6,1,6.9,5.0,0,1,0,7500.0,10200.0
11500.0,8,0.3554716177621007,6,3,2.6,3.8,0,1,0,8500.0,9700.0
11500.0,6,0.5309757057235632,3,2,0.5,4.3,0,1,0,12500.0,12700.0
15000.0,8,0.8022708563238709,2,2,0.5,4.0,0,0,0,13500.0,16500.0
10000.0,6,0.8752334267717751,6,1,0.6,4.6,0,1,1,12500.0,12300.0
14500.0,4,0.6881392063599044,1,1,2.5,3.8,0,1,0,16000.0,16200.0
15000.0,4,0.3233505587633132,2,3,6.1,4.8,0,1,0,14500.0,13200.0
16500.0,2,0.9428404536037267,11,3,2.9,5.0,0,1,0,15500.0,19500.0
13500.0,4,0.7001686369300391,3,1,4.9,2.2,0,1,0,12000.0,10900.0
10000.0,2,0.7067435890201159,4,2,1.9,5.0,0,1,1,9000.0,11400.0
12500.0,2,0.9513890658740164,11,1,1.0,4.2,1,1,0,11000.0,19100.0
14000.0,4,0.6770095794701984,10,1,1.8,4.4,1,1,0,14000.0,18400.0
11000.0,4,0.8745601270346726,11,1,2.9,4.1,0,1,1,13000.0,11800.0
15500.0,4,0.4374683356075932,6,1,6.6,5.0,1,1,0,16000.0,19800.0
10500.0,2,0.7215304845324092,11,2,7.0,3.7,0,1,0,12500.0,10000.0
